filepath,label,group_id,clean_stem,ahash,dhash
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164159 (Custom).jpg,Gall Midge,Gall Midge__g0327,IMG_20211106_164159,1111111111111111111110001111000111100001110000111000011111001110,0000000000001100000000010000001101000111100011100001110000011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155719 (Custom).jpg,Healthy,Healthy__g0237,20211231_155719,1111111111111111000111110000011100000001110000001111100011111111,1110000010100000011110000101111000100011000010011100000011010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161706 (Custom).jpg,Die Back,Die Back__g0118,20211129_161706,1111111111111110111111001111000011100000110000001100000011100000,0000000000000000000000001000011001001100000110000001000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123131 (Custom).jpg,Sooty Mould,Sooty Mould__g0222,IMG_20211108_123131,1111111111111111000000010000001100000011000001110000111100011111,1111111111000111100001111001011101110111001111110111111111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_002316 (Custom).jpg,Die Back,Die Back__g0449,IMG_20211028_002316,1111111111101111111011111110111111001111110011110100111000001000,1101100011001010110110101101100011011000110110001101100010011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160713 (Custom).jpg,Healthy,Healthy__g0321,20211231_160713,1111111111111111111111111111000100000001000000111000000000000000,1111000011100000011100001000001100000011001111100011100001000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_123625 (Custom).jpg,Healthy,Healthy__g0026,20211231_123625,1111110111111001111100011111001111100011110001111000111110011111,0000001100000011000100110010011000001100100111000011100001100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161906 (Custom).jpg,Die Back,Die Back__g0143,20211129_161906,1111111011111110111111001111000011000000100010001011100011111000,0000000000000000000000000100001110001110001110000010000001000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160656 (Custom).jpg,Healthy,Healthy__g0317,20211231_160656,1111111111111111100110111000000010000001111011111111100000000000,1111100011101000001100100011001100011111100110000110000001100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164418 (Custom).jpg,Die Back,Die Back__g0357,20211129_164418,1111111111111111111111101110000000000000100000001111100011111000,0000000000000000000000000000001100000011010000110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164334 (Custom).jpg,Die Back,Die Back__g0350,20211129_164334,1111111111111111111111001111000010000000111000001111100011111000,0000000000000000010000000000001100000111000001000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161618 (Custom).jpg,Gall Midge,Gall Midge__g0065,IMG_20211106_161618,1111111111111001111000001100000010001000111110001111100011111000,0000000000010011010001100001110000110000110000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160353 (Custom).jpg,Healthy,Healthy__g0280,20211231_160353,1111111111111111110000000000000000000001111111111111100111111000,1000011011000111000000010011101100111111000100111000000100000001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_143247 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0475,IMG_20211106_143247,1111111111111110111111101100010011000000111000001111000011111000,0000000000000000000000000000100000000000000000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162359 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0169,20211011_162359,1111110011001100110000001110000011000000100000000111000001110111,0000000000011000000111000100110010011011010011111110110010001010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154910 (Custom).jpg,Sooty Mould,Sooty Mould__g0346,IMG_20211211_154910,1111101111111001111000011100000011000000100000000000000100000011,0000001100000011000001110001110100111111001111110011111100111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123551 (Custom).jpg,Sooty Mould,Sooty Mould__g0276,IMG_20211108_123551,0011111100011111000011110000011110000011111000011111111111111111,1111111101111111011110110011111000011111110000110111100111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160324 (Custom).jpg,Healthy,Healthy__g0272,20211231_160324,1111111111100011000000000000000100000111111111111111111111111111,1110011000000111000010110110011101111111011000011100000010100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_162016 (Custom).jpg,Anthracnose,Anthracnose__g0352,IMG_20211011_162016,0000111101100001110000001000001111111111111111111111111111111111,1111100011000011100000110001111011111000111100001111000011100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142805 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0395,IMG_20211106_142805,1100000011110000111110001110000111000001100001101011111111111111,0001000000000000000000010000011100001111001111000111010000000011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165815 (Custom).jpg,Gall Midge,Gall Midge__g0412,IMG_20211106_165815,1111111111011111110001111100011111000111110001111100011111000111,0010000010011100100111001000110000001100000011101000111100001111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163250 (Custom).jpg,Gall Midge,Gall Midge__g0227,IMG_20211106_163250,0110111111100111111001111100011111000111110001111100011111000111,1101101101001101000011010000110100001111000011010000110100001101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_164659 (Custom).jpg,Anthracnose,Anthracnose__g0436,IMG_20211011_164659,1111111110011111100011110100011101100011011100110011100100011111,1111110001111100001110001001110011001110111001111111001111111101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_160206 (Custom).jpg,Anthracnose,Anthracnose__g0124,20211011_160206,1111111111111111111111111111000000000000100000001111100111111111,1000000010000000110000001000000000001000001000110010001100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160959 (Custom).jpg,Healthy,Healthy__g0352,20211231_160959,1111111111111011111000111110001111000010100001101000110000011110,0000001000000110000001100000011000001100000011000011100001110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123514 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0264,IMG_20211107_123514,1111111111111111111111111100000000000001000000110000011111111111,0000000000000000000001100000011100110011110001111111110011110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164323 (Custom).jpg,Gall Midge,Gall Midge__g0345,IMG_20211106_164323,1111111110011111100011111100001111100001111100001111100011111101,0110010001111001001111000001111100000111000000110000001100000001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123916 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0295,IMG_20211107_123916,1110000111000001110000011000001110000011100001111000111111011111,1000001100010011000100110010011100100110000011100011111100111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161916 (Custom).jpg,Die Back,Die Back__g0146,20211129_161916,1111111011111110111111001111100010000000100000001111100011111000,0000000000000000000000001100000000000011001000010000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003123 (Custom).jpg,Die Back,Die Back__g0469,IMG_20211028_003123,0000100001111100010111001101111011001110111011101110011001110000,1111000011010000100100001011000010011000110110001100110011100100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_170400 (Custom).jpg,Anthracnose,Anthracnose__g0477,IMG_20211011_170400,1111111111111111111111111000001111000000111100001110000011000000,1100000011000000010000000001111010000111110000111000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162021 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0133,20211011_162021,1111110011111100111110001110000011100000111010001111100011111000,1000000010000000100000111000110000001101110000011100000111000001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_143733 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0494,IMG_20211107_143733,1111110111111001111100011110000111100001110000111100011111001111,1111100111110001000000010100001111001011100001111001111010011100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124455 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0332,IMG_20211107_124455,1111111111110001000000010000001100001111111111111111111111111111,1111111111000011000000110001111111111110111111111111101111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170310 (Custom).jpg,Gall Midge,Gall Midge__g0484,IMG_20211106_170310,1111111111111110111110001110000011000000100000110100011111111111,0000011100011000010000001000000100000111000011111000110101100001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_143050 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0442,IMG_20211106_143050,1111110011111000111100001100000011000010111111101111111011111110,0000000000000000010000010000001100000110010000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_121307 (Custom).jpg,Sooty Mould,Sooty Mould__g0035,IMG_20211108_121307,1111111111001111110011111100111110001111100011110000111100000111,1101101110011011100110110001101100011111001111110011111100111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_182234 (Custom).jpg,Die Back,Die Back__g0381,IMG_20211027_182234,1111000011110100111011101110111011001110110011000100100000000000,1110010011101100110010001101100010011000100100001001000011010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154205 (Custom).jpg,Sooty Mould,Sooty Mould__g0306,IMG_20211211_154205,0111111100011111000001111000001111000011111100010111110100111111,1110001001111000010111000011111010001111110000111111100111111110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125741 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0427,IMG_20211107_125741,1111111110011111100011111100011111000111110000110000011100000111,0110111100111111000111110000111110001111100011111100111101101111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162158 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0159,20211011_162158,1111110011111100111000001111000011111000111100001111000011111100,0000000000000000000011010100001011000001000001010000010000000100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_193755 (Custom).jpg,Die Back,Die Back__g0419,IMG_20211027_193755,1111100011111100111100001111000011100010110011101101110000111000,1100000011000000100000001110001111001110100110000011000001100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162500 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0198,20211011_162500,1111110011111100111101001100000011000000101100001111000011100000,1100000011000000101010001001100100000010011010100100110010000100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125410 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0411,IMG_20211107_125410,1111011111100011110000111000001110000011000000010000000100000001,0100110000000110000001110000001100001011100010110000101110001101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_161610 (Custom).jpg,Anthracnose,Anthracnose__g0325,IMG_20211011_161610,1111111111111111111111110000111100000011000000011111111100111111,1011010011100000111000001111100001111111000000111111000011111100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161913 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0113,20211011_161913,0111110010111100110001001110000011100000110000001111110011111110,1100000001100000001110001000100100001011100101110110000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_160610 (Custom).jpg,Anthracnose,Anthracnose__g0307,IMG_20211011_160610,1111111111111111100111111000111101000111001000110001000100001001,1111000011110000011100000011100010001110110001101111001111111011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_140614 (Custom).jpg,Anthracnose,Anthracnose__g0214,IMG_20211011_140614,0000011100000111000001110110011111100111111111110111111101111111,1111111110111101100011001110110011101100111111001111111011111010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_190448 (Custom).jpg,Die Back,Die Back__g0398,IMG_20211027_190448,0011100011111110110011101100111111001111110011111100011001000000,1110000011100000100110001001100010011000100110001001100010011000
