filepath,label,clean_stem,ahash,dhash,group_id
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_164110 (Custom).jpg,Anthracnose,IMG_20211011_164110,1110011111100111111001101110011011100110111001101110010011100000,1100100011001100110011001100110011001100110011001100110001001000,Anthracnose__g0406
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162402 (Custom).jpg,Healthy,20211231_162402,1111111011111100111111101110000010000000100000001111111011111111,0000000010000000010000000000001100000001000100111000000000100000,Healthy__g0486
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_120839 (Custom).jpg,Bacterial Canker,IMG_20211106_120839,1111111011111110110111111100111111000111111000111110001111111000,0110000000100000001100000001100000001100010011100000011000000010,Bacterial Canker__g0006
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_155003 (Custom).jpg,Sooty Mould,IMG_20211211_155003,1111110011111000111110001111100011110000111100001111000011110000,0011000101110001011100110110001100000011000000110000011100000111,Sooty Mould__g0358
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_121655 (Custom).jpg,Sooty Mould,IMG_20211108_121655,1111111111111101111100011110000111000011000001110000111100111111,1111010011110001111000111000011100000111000011100011111011111110,Sooty Mould__g0063
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161424(0) (Custom).jpg,Cutting Weevil,20211011_161424(0),1111111011111110111101001000010010000000000010001110000011111000,0000000000001000001011000010110000001010100110111001100100000000,Cutting Weevil__g0056
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_120700 (Custom).jpg,Bacterial Canker,IMG_20211106_120700,1111001011110010111000111110001111100111110011111111111111111111,0000011000100110000001100100110000001100000110000011000001100000,Bacterial Canker__g0000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161410 (Custom) (Custom).jpg,Cutting Weevil,20211011_161410,1111000011110000111110001100100010001000110000001111000011111000,0000000000000000100000000001000000111000000110001000011000000010,Cutting Weevil__g0049
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162021 (Custom).jpg,Cutting Weevil,20211011_162021,1111110011111100111110001110000011100000111010001111100011111000,1000000010000000100000111000110000001101110000011100000111000001,Cutting Weevil__g0133
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_121356 (Custom).jpg,Bacterial Canker,IMG_20211106_121356,1111100011111100111111101110000011000000110000001111111011111111,1000000000000000000000000000011000001010000010000100000000000000,Bacterial Canker__g0049
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_134400 (Custom).jpg,Bacterial Canker,IMG_20211106_134400,1110111111000111110000111100000011000000110000001110000011000000,0001110000001111000111110001111000001011000010010000100100001101,Bacterial Canker__g0057
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161542 (Custom).jpg,Die Back,20211129_161542,1111111111011111110011001110010011100000111000001111000011110000,0000000000010000000110000001100000001100000011100000011000000010,Die Back__g0101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_164415 (Custom).jpg,Anthracnose,IMG_20211011_164415,1111111111111111111111111111000111100000111000001100000010000000,1111000011100000111000001100001111000111110011110001100000010000,Anthracnose__g0425
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163650 (Custom).jpg,Die Back,20211129_163650,1110111011100110111001001110010011100100111001001100000011001000,0000100000001100000011000000110001001100000110000001100000011000,Die Back__g0270
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_140539 (Custom).jpg,Anthracnose,IMG_20211011_140539,0000000100000011000001110000011101000111111111111111111111111111,1110111111001111111011011000110011001110111110101110000011111000,Anthracnose__g0207
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162212 (Custom).jpg,Gall Midge,IMG_20211106_162212,1111111111111111100011111000000111000001111000011111111111111111,0000000001000010001111110001111100000111000000110000001000000001,Gall Midge__g0106
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142759 (Custom).jpg,Bacterial Canker,IMG_20211106_142759,1111111111111111111111111100011111100000111100001111100011111110,0001110000001101000100000001110000000110000000110000000100000000,Bacterial Canker__g0393
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_140056 (Custom).jpg,Bacterial Canker,IMG_20211106_140056,0000000000000000111001001111110011111110111101101111011011101100,0100000010010000110010001100100010000010100001001100110010001000,Bacterial Canker__g0232
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124104 (Custom).jpg,Powdery Mildew,IMG_20211107_124104,1111111111110111100000010000000011000000111110111111111111111111,1111111110010110000111110011101100000011110000111111111111111111,Powdery Mildew__g0319
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170241 (Custom).jpg,Gall Midge,IMG_20211106_170241,1111011111100011111000111111000111110001111100011111000111110001,0000110000000111000001110000011100000111000000110000001100000011,Gall Midge__g0471
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161531 (Custom).jpg,Gall Midge,IMG_20211106_161531,1111111111111111111110111111001111100011111001111110011111001100,1011010100010010100100100010011000000101010011001100100111011001,Gall Midge__g0058
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_190345 (Custom).jpg,Die Back,IMG_20211027_190345,1111110010011100110001101111001011111000111111001111000000000000,1100000000110000000011001100011010000010100000001100000011000000,Die Back__g0393
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162047 (Custom).jpg,Die Back,20211129_162047,1111111111111111111111101000000000000000111110001111100011111000,0000000000000000100000000011001100000001000000000000000000000000,Die Back__g0157
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145246 (Custom).jpg,Sooty Mould,IMG_20211212_145246,1111111111110001111000001100000011000001110000111100011110001111,1011000101100110010001101001110100011111000111100001110000111100,Sooty Mould__g0456
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_122124 (Custom).jpg,Powdery Mildew,20211109_122124,1111100011100000000000000000000010000000111111111111111111111111,0000000100001000000110010000001000001011000100000000000000000000,Powdery Mildew__g0127
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124623 (Custom).jpg,Powdery Mildew,IMG_20211107_124623,1110111111100111111001111110011111000111110000111100001111000011,1100101000001101000011010000110100001111000011110000111000001110,Powdery Mildew__g0337
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170244 (Custom).jpg,Gall Midge,IMG_20211106_170244,1101111111001111110001111100011111100011111000111110001111100011,0011000000011110000111100000111000001110000001110000011100000110,Gall Midge__g0472
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161605 (Custom).jpg,Cutting Weevil,20211011_161605,1111100011110000111100001100000011000000111110001111100011111000,0000000000000100000001010010100100000001010001001000000000000000,Cutting Weevil__g0074
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_160738 (Custom).jpg,Die Back,20211129_160738,1111110011111100111111001111100011000000111000001111000011110000,0000000000000000000000001010000000000011000000110000000000000000,Die Back__g0033
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155249 (Custom).jpg,Healthy,20211231_155249,1111111111111111111111110000000100000000110000011111111111111111,1111000011110000000111100011101100101001000001111111000001100000,Healthy__g0204
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123635 (Custom).jpg,Powdery Mildew,IMG_20211107_123635,1110011111000111110000111100001111000011110001111100011111100111,1000111010000110100001100000011000000110000011101000110011001100,Powdery Mildew__g0271
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_134702 (Custom).jpg,Bacterial Canker,IMG_20211106_134702,0111000011110000111100101111001011110110111101101111010011111000,1001011010000110100001000010010000100100001011001000110000001000,Bacterial Canker__g0077
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125431 (Custom).jpg,Powdery Mildew,IMG_20211107_125431,1100011111000111110000111100001111000011110000111110001111100111,1000110010000110100001101001011010010110100111101000111011000110,Powdery Mildew__g0414
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162411 (Custom) (Custom).jpg,Cutting Weevil,20211011_162411,1111110011001100010011000000000001100000111100001111100011111000,0001000000010000100110000101110011010010000000000000000000000000,Cutting Weevil__g0174
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211008_124249 (Custom).jpg,Anthracnose,20211008_124249,1111111101111111000011110000000100000011000111111111111111111111,1000000011010001110110011100111100011111111111000100000000000000,Anthracnose__g0000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123153 (Custom).jpg,Sooty Mould,IMG_20211108_123153,1111111111001111000000000000000000000000110000111111111111111111,1111111100011111001111110111011100100011000001111111111111101111,Sooty Mould__g0228
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154901 (Custom).jpg,Sooty Mould,IMG_20211211_154901,1111100111111000111100001110000011000000110000001000000110000011,0111001111100011110001110000111100011111000111010011101100111111,Sooty Mould__g0343
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_143155 (Custom).jpg,Bacterial Canker,IMG_20211106_143155,0000111100001111000011110000111100001111111001111110011111111111,1111111111111111001111111011111110011111010011111100111111101111,Bacterial Canker__g0459
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123124 (Custom).jpg,Powdery Mildew,IMG_20211107_123124,1111100011110001111000011100001110000111100111111111111111111111,0001000101000011100011110001111000111100011100000110000000000000,Powdery Mildew__g0249
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_160612 (Custom).jpg,Cutting Weevil,20211011_160612,1111111111011111110011111110000111000000100001101000000000000000,0100010000010000001110101100100100001001001011000100110000010000,Cutting Weevil__g0005
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153011 (Custom).jpg,Anthracnose,IMG_20211011_153011,1111111111111111111111011111100111000010111000001111100011100000,1100000010000000100000010001001110010110100011000000000000000000,Anthracnose__g0233
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162516 (Custom).jpg,Cutting Weevil,20211011_162516,1111110011111100111100001110000011100000110100001011000011111000,1000000000000000000001010000100111001001001001000010001000000010,Cutting Weevil__g0205
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162227 (Custom).jpg,Gall Midge,IMG_20211106_162227,1111111111111111011111110000111110000001111000001111111111111111,0111111111111111111011110111111100011111100000110110000000100011,Gall Midge__g0110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145408 (Custom).jpg,Sooty Mould,IMG_20211212_145408,1111111111110011111100011110000011100000111000001110000011100000,1000110000000111000001110000100100001100000011001000110010001010,Sooty Mould__g0474
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125331 (Custom).jpg,Powdery Mildew,IMG_20211107_125331,1100001111000001110000011100000111000001110000111110001111110111,0000001100011011000110010001101100011011000110111000111011100101,Powdery Mildew__g0403
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_120909 (Custom).jpg,Sooty Mould,IMG_20211108_120909,1111111111111111110000000000000010000000110000001111100011111111,0001110011000011000001100000111000011111000010010000000100100000,Sooty Mould__g0015
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135314 (Custom).jpg,Bacterial Canker,IMG_20211106_135314,1101111111001111110011111100111111001011110000011100100011101000,0001000010010000100110000001101000011010000110110001101100011000,Bacterial Canker__g0149
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_002804 (Custom).jpg,Die Back,IMG_20211028_002804,0000000000000000000010001110111111101111111011111111111111111111,1110100010011000110110001100100011001000110011001100110011110000,Die Back__g0456
